#
# Automatically generated CSV file of semi-static open proxy exits
# which have been active for a minimum of 7 days. These proxies have
# a 83.2% statistical likelihood of remaining actively exploitable for
# another 7 days or more.
#
# Generated: Sat Jul 25 23:59:47 2026
# Reference: https://github.com/mannfredcom/semi-static-proxy-ips/
#
proxy exit ip,optional comment
104.28.219.139,entry is 199.247.29.193
104.28.219.140,entry is 199.247.29.193
104.28.222.16,entry is 85.209.129.215
104.28.222.46,entry is 209.182.234.151
104.28.222.47,entry is 209.182.234.151
104.28.224.94,entry is 95.85.72.90
104.28.226.5,entry is 192.227.193.188
104.28.227.185,entry is 47.251.101.142
104.28.227.186,entry is 154.39.79.90
104.28.227.187,entry is 173.254.204.118
104.28.228.198,entry is 103.106.231.75
104.28.228.199,entry is 103.106.231.75
104.28.228.53,entry is 158.220.101.43
104.28.228.55,entry is 158.220.101.43
104.28.228.56,entry is 109.199.107.68
104.28.228.57,entry is 158.220.101.43
104.28.228.58,entry is 158.220.101.43
104.28.228.77,entry is 158.101.110.159
104.28.229.13,entry is 84.200.128.182
104.28.229.14,entry is 194.87.55.194
104.28.229.15,entry is 84.200.128.182
104.28.230.245,entry is 194.87.187.20
104.28.230.246,entry is 194.87.187.20
104.28.230.247,entry is 194.87.187.20
104.28.230.248,entry is 79.164.89.165
104.28.233.73,entry is 146.235.231.249
104.28.234.179,entry is 142.93.118.200
104.28.239.218,entry is 91.107.163.9
104.28.239.219,entry is 91.107.182.124
104.28.239.220,entry is 91.107.168.255
104.28.240.123,entry is 185.196.61.251
104.28.243.105,entry is 43.133.22.248
104.28.245.36,entry is 172.245.159.204
104.28.245.37,entry is 172.245.159.204
104.28.245.38,entry is 23.95.164.198
104.28.245.39,entry is 172.245.159.204
104.28.245.40,entry is 23.95.164.198
104.28.245.42,entry is 23.95.164.198
104.28.247.136,entry is 144.202.14.153
104.28.247.137,entry is 144.202.14.153
104.28.249.137,entry is 194.87.219.78
104.28.249.138,entry is 194.87.219.78
104.28.249.139,entry is 194.87.219.78
104.28.249.140,entry is 194.87.219.78
104.28.249.213,entry is 152.70.241.59
104.28.249.214,entry is 152.70.237.238
104.28.249.215,entry is 152.70.237.238
104.28.249.216,entry is 152.70.237.238
104.28.249.217,entry is 152.70.237.238
104.28.251.137,entry is 199.247.29.193
104.28.251.138,entry is 199.247.29.193
104.28.251.139,entry is 199.247.29.193
104.28.251.140,entry is 199.247.29.193
104.28.254.16,entry is 85.209.129.215
104.28.254.46,entry is 139.59.111.223
104.28.254.47,entry is 209.182.234.151
104.36.233.5,entry is 104.36.236.101
104.37.135.145,
105.174.43.194,
105.22.37.218,
105.23.242.198,entry is 105.30.248.241
105.235.193.46,
105.235.201.234,
105.27.127.70,
105.27.130.22,
105.27.180.194,
106.0.158.114,
106.0.168.138,
106.10.55.212,
106.104.177.158,entry is 203.73.62.104
106.110.146.40,
106.110.146.5,
106.13.187.11,
106.14.161.68,
106.14.3.170,
106.51.185.233,
106.52.215.138,
107.149.141.54,
107.149.143.169,
107.151.148.153,
107.152.98.5,
107.161.9.167,
107.170.178.234,
107.172.145.162,entry is 76.144.40.133
107.173.153.119,
107.173.52.221,
107.173.8.4,
107.174.63.110,
107.175.155.228,
107.181.161.81,
107.181.168.145,
107.91.88.126,
107.91.88.6,
107.91.88.70,
108.175.23.49,entry is 108.175.24.1
108.177.136.56,entry is 23.82.137.230
108.177.136.58,entry is 23.82.137.230
108.177.136.59,entry is 23.82.137.230
108.177.136.68,entry is 23.82.138.29
108.177.136.71,entry is 23.82.138.29
108.177.136.72,entry is 23.82.138.29
108.181.0.167,
109.106.196.250,
109.107.166.207,
109.107.168.212,undocumented TOR exit
109.107.182.15,
109.111.242.134,
109.116.41.154,
109.120.138.144,
109.120.138.241,
109.120.138.62,
109.120.155.157,
109.120.184.202,
109.120.184.235,
109.122.17.246,entry is 45.229.32.124
109.123.236.214,
109.127.82.4,
109.127.82.86,
109.127.9.99,
109.160.97.49,
109.166.207.162,
109.191.10.98,
109.194.17.191,
109.196.136.137,
109.197.55.234,
109.199.125.66,
109.224.12.170,
109.224.22.34,entry is 109.224.22.36
109.224.242.103,
109.224.242.13,
109.224.242.151,
109.224.242.209,
109.224.242.21,
109.224.242.228,
109.224.242.244,
109.224.242.26,
109.224.242.38,
109.224.242.6,
109.228.65.178,
109.230.89.126,
109.230.91.226,entry is 46.62.192.223
109.232.106.150,
109.233.110.155,undocumented TOR exit
109.236.45.64,entry is 109.236.45.95
109.238.181.53,
109.245.110.145,
109.248.149.43,entry is 109.248.149.34
109.248.149.45,entry is 109.248.149.34
109.248.152.231,entry is 109.248.236.150
109.252.226.30,
109.68.189.22,
109.69.211.18,
109.70.206.178,entry is 94.198.211.217
109.71.244.97,
109.72.100.113,
109.72.100.118,
109.72.107.227,
109.72.109.214,
109.73.192.102,
109.75.42.82,
109.94.1.23,
109.99.149.30,entry is 5.2.238.216
110.136.37.106,entry is 45.149.93.241
110.136.37.108,entry is 45.149.93.241
110.138.113.207,entry is 180.211.93.104
110.16.77.101,entry is 120.193.156.94
110.164.128.124,
110.171.40.132,
110.232.85.196,
110.232.85.2,
110.232.85.86,
110.232.92.49,
110.235.240.135,
110.235.240.223,
110.235.246.62,
110.235.247.154,
110.235.247.206,
110.235.250.77,
110.235.252.74,
110.34.1.178,
110.34.1.180,
110.34.13.4,
110.38.234.74,
110.44.115.83,
110.49.53.69,
110.49.66.210,
110.74.195.152,
110.74.195.34,
110.74.206.40,
110.76.129.77,entry is 103.92.218.121
110.76.144.112,
110.76.147.27,entry is 110.76.147.29
110.76.147.28,entry is 103.154.77.205
110.76.147.29,
110.76.147.30,entry is 110.76.147.25
110.76.147.31,
110.77.135.70,
110.77.149.227,
110.92.72.202,
110.93.206.62,
110.93.247.19,entry is 206.42.122.162
111.125.242.34,
111.223.3.83,entry is 103.12.246.57
111.229.76.29,
111.235.128.218,
111.48.191.1,
111.67.103.162,
111.67.103.90,
111.68.26.237,
111.68.30.157,entry is 112.78.32.50
111.68.31.134,
111.74.1.65,
111.90.143.197,
111.90.169.178,
112.105.12.235,
112.124.108.67,
112.198.128.171,
112.198.132.34,
112.198.133.138,entry is 112.198.178.130
112.198.18.206,entry is 222.127.103.129
112.198.50.138,entry is 58.69.217.221
112.201.183.170,
112.203.121.248,entry is 122.52.184.149
112.203.209.19,entry is 112.203.216.7
112.203.220.154,entry is 180.191.51.69
112.203.222.222,entry is 122.52.184.149
112.203.44.97,entry is 112.202.245.218
112.203.53.135,
112.204.106.239,entry is 180.191.122.34
112.205.81.152,entry is 180.191.122.34
112.205.81.77,entry is 126.209.1.14
112.206.142.241,entry is 203.177.237.138
112.207.171.218,entry is 122.3.35.216
112.207.174.33,entry is 180.191.23.171
112.208.170.125,entry is 122.52.234.54
112.208.230.84,
112.221.46.117,entry is 211.174.99.161
112.43.212.198,entry is 120.133.82.62
112.74.101.87,
112.78.134.134,
112.78.138.164,
112.78.181.93,
112.78.187.186,
112.78.32.54,entry is 49.128.176.45
112.78.34.254,entry is 103.255.243.10
112.78.39.236,entry is 116.254.113.85
113.11.126.114,entry is 113.11.121.33
113.11.126.186,entry is 113.11.110.65
113.11.126.238,entry is 113.11.120.105
113.11.64.19,entry is 113.11.64.145
113.160.115.254,
113.160.130.82,
113.160.132.26,
113.160.154.7,
113.160.235.248,
113.160.241.196,
113.160.37.152,
113.161.134.128,
113.161.145.229,
113.161.59.136,
113.161.6.170,
113.166.93.239,
113.168.48.123,entry is 113.160.188.21
113.174.175.192,
113.176.118.150,
113.176.118.255,
113.176.92.71,
113.192.1.122,
113.192.1.130,
113.192.1.146,
113.192.1.154,
113.192.1.162,
113.192.1.170,
113.192.1.18,
113.192.1.42,
113.192.1.66,
113.192.1.98,
113.192.12.107,
113.192.12.180,
113.192.12.191,
113.192.12.30,entry is 113.192.12.28
113.192.12.4,
113.192.12.99,
113.192.2.230,entry is 113.192.2.249
113.192.3.58,entry is 113.192.3.66
113.192.3.66,
113.192.30.189,
113.192.30.27,
113.192.30.43,
113.192.30.87,
113.192.30.94,
113.192.31.164,
113.192.31.17,
113.192.31.206,
113.192.31.221,
113.192.31.7,
113.192.31.79,
113.192.31.90,
113.192.48.155,entry is 103.87.202.94
113.192.48.159,entry is 103.124.139.137
113.192.48.195,
113.192.48.234,entry is 103.63.26.59
113.22.113.75,
113.22.221.35,
113.23.200.84,entry is 113.23.200.86
113.249.101.105,
113.249.101.123,
113.249.101.125,
113.249.101.133,
113.249.101.171,
113.249.101.193,
113.249.101.194,
113.249.102.192,
113.249.102.27,
113.249.103.136,
113.250.183.61,
113.250.183.64,
113.250.183.70,
113.46.227.104,
113.53.29.228,
113.53.60.22,entry is 183.88.212.184
113.53.91.26,
113.57.120.47,
114.10.45.183,entry is 103.234.19.238
114.10.46.231,entry is 103.157.116.179
114.108.177.104,
114.129.19.138,entry is 114.129.19.139
114.129.19.250,
114.130.153.122,
114.130.153.46,
114.130.175.18,
114.130.176.186,entry is 114.130.176.210
114.130.89.94,
114.134.88.74,
114.141.50.210,
114.141.52.10,
114.141.54.148,
114.202.234.8,
114.23.88.96,entry is 114.23.106.113
114.236.137.41,
114.31.8.202,
114.34.145.135,entry is 122.116.180.77
114.34.90.9,entry is 206.123.156.199
114.4.200.222,
114.5.97.150,
114.69.225.6,
114.7.126.50,
114.8.131.181,
114.9.25.74,
114.9.55.102,
115.120.48.203,entry is 115.120.12.177
115.127.105.163,entry is 115.127.105.164
115.127.112.178,
115.127.116.242,entry is 115.127.95.82
115.127.172.70,
115.127.176.210,
115.127.178.10,
115.127.178.50,
115.127.179.174,
115.127.180.90,
115.127.181.114,
115.127.190.42,
115.127.39.18,
115.127.44.14,
115.127.53.114,
115.127.69.169,
115.127.81.142,
115.127.92.18,
115.139.106.254,
115.147.16.205,
115.147.254.250,
115.147.32.198,
115.147.39.121,
115.147.58.42,
115.178.52.12,
115.178.53.114,
115.178.53.117,
115.178.53.234,entry is 103.25.167.30
115.178.55.195,entry is 103.110.10.166
115.187.29.25,
115.187.50.40,
115.22.18.215,
115.247.115.38,
115.248.66.131,
115.42.67.186,
115.72.195.159,
115.79.143.180,entry is 206.123.156.209
115.79.70.69,
115.84.237.70,entry is 203.28.67.74
115.85.74.114,
115.85.86.114,
115.85.88.74,entry is 115.85.88.18
116.0.53.37,
116.0.54.25,
116.100.217.105,
116.104.162.93,
116.12.44.130,
116.12.45.162,entry is 116.12.45.163
116.12.46.243,
116.12.47.218,
116.196.113.68,entry is 218.95.39.104
116.197.129.170,
116.204.183.172,entry is 103.115.44.114
116.204.231.90,entry is 116.204.231.88
116.212.149.218,
116.233.109.135,
116.236.146.234,
116.50.169.2,
116.62.202.70,
116.62.81.204,
116.66.188.43,entry is 45.117.29.129
116.66.188.44,entry is 45.117.29.137
116.66.188.60,entry is 45.117.30.37
116.89.246.100,entry is 139.135.76.218
116.90.224.50,
116.97.240.124,
117.102.101.52,
117.102.115.154,
117.102.86.146,entry is 117.102.86.148
117.175.145.117,
117.175.168.195,
117.18.124.46,entry is 39.108.103.25
117.18.16.73,
117.18.17.91,
117.18.20.129,entry is 202.58.77.73
117.18.20.136,entry is 202.58.77.235
117.185.160.230,entry is 47.76.80.228
117.211.160.52,
117.216.46.148,
117.236.124.166,
117.244.114.54,
117.247.233.50,
117.4.26.246,
117.53.144.101,
117.54.113.93,
117.54.167.26,entry is 182.253.69.95
117.55.202.206,
117.82.138.100,
117.84.29.108,
117.93.176.37,
117.95.7.162,
118.113.246.49,
118.122.91.59,
118.136.37.45,
118.163.120.181,
118.163.13.200,
118.174.233.113,
118.175.30.26,
118.179.151.57,
118.179.206.42,
118.67.216.94,entry is 118.67.220.225
118.67.219.130,
118.69.134.153,
118.69.176.114,
118.69.183.149,
118.69.186.75,
118.69.32.171,
118.70.13.38,
118.70.151.55,
118.70.212.110,entry is 118.70.211.121
118.70.67.11,
118.81.88.140,entry is 218.26.101.226
118.91.175.146,
118.97.164.19,
118.97.75.86,
118.99.127.43,
119.110.75.230,
119.110.84.246,entry is 103.29.4.137
119.147.213.102,entry is 183.240.196.54
119.148.20.109,
119.148.23.210,
119.148.31.170,
119.148.51.30,
119.148.62.42,
119.148.7.10,
119.15.84.74,
119.15.89.87,
119.159.234.101,
119.17.196.68,entry is 101.96.122.196
119.18.147.118,
119.18.147.146,
119.18.147.179,
119.18.155.66,
119.2.40.144,entry is 119.2.40.145
119.2.43.104,
119.2.43.98,
119.235.19.10,entry is 119.235.19.25
119.235.50.246,entry is 119.235.49.121
119.237.242.31,entry is 103.115.44.114
119.28.13.138,
119.28.24.235,
119.28.64.217,
119.40.98.26,entry is 119.40.98.27
119.63.95.3,
119.73.125.55,
119.82.242.200,
119.92.188.29,
119.92.248.171,entry is 112.198.138.14
119.92.252.190,
119.92.254.115,entry is 115.147.56.48
119.92.70.75,
119.92.75.252,
119.93.123.229,
119.93.139.196,
119.93.145.51,entry is 139.135.82.186
119.93.153.10,
119.93.170.95,entry is 120.28.199.66
119.93.172.135,
119.93.198.54,entry is 160.250.73.234
119.93.207.214,
119.93.212.203,entry is 122.3.207.67
119.93.238.216,entry is 122.53.64.156
119.93.53.24,
119.93.64.216,
119.93.83.106,
119.93.87.65,
119.93.94.108,
119.95.188.3,
12.11.59.114,
12.202.180.102,entry is 12.202.180.10
12.202.180.104,entry is 12.202.180.10
12.202.180.105,entry is 12.202.180.10
12.202.180.107,entry is 12.202.180.10
12.202.180.110,entry is 12.202.180.10
12.202.180.112,entry is 12.202.180.10
12.202.180.12,entry is 12.202.180.118
12.202.180.125,entry is 12.202.180.118
12.202.180.127,entry is 12.202.180.118
12.202.180.130,entry is 12.202.180.118
12.202.180.135,entry is 12.202.180.118
12.218.209.130,
12.221.146.151,entry is 12.221.146.147
12.221.146.152,entry is 12.221.146.147
12.221.146.154,entry is 12.221.146.147
12.232.227.99,
120.208.28.230,entry is 120.133.82.62
120.24.21.113,
120.28.139.19,entry is 120.28.70.225
120.28.139.2,
120.28.152.190,
120.28.169.31,
120.28.192.179,
120.28.194.248,
120.28.194.47,
120.28.198.202,entry is 143.44.191.21
120.28.211.162,entry is 119.93.119.191
120.28.212.6,entry is 143.44.191.21
120.28.216.101,
120.28.216.166,
120.28.216.197,
120.28.218.160,
120.28.220.13,entry is 120.28.216.101
120.28.220.169,
120.28.252.156,entry is 157.20.142.34
120.28.252.23,entry is 115.147.16.205
120.28.70.72,
120.48.76.51,entry is 221.122.118.41
120.50.11.225,
121.0.58.6,
121.101.129.103,
121.101.129.131,
121.101.129.72,
121.101.130.137,
121.101.130.173,
121.101.131.102,
121.101.131.191,entry is 121.101.130.181
121.101.131.244,
121.101.132.181,
121.101.135.94,entry is 121.101.135.46
121.133.175.227,
121.139.218.165,
121.169.46.116,
121.174.186.199,
121.200.60.122,
121.204.140.3,
121.237.181.137,
121.37.181.66,
121.91.60.68,
122.117.199.97,
122.144.4.226,
122.15.255.229,
122.2.43.229,entry is 180.191.34.229
122.2.48.121,
122.2.79.174,
122.248.35.11,entry is 103.25.167.30
122.248.38.4,
122.252.179.66,
122.252.183.18,entry is 122.252.183.22
122.3.103.17,
122.3.109.236,entry is 124.106.83.244
122.3.121.231,
122.3.126.95,
122.3.127.68,
122.3.145.194,
122.3.201.44,
122.3.30.128,
122.3.33.175,entry is 180.191.231.19
122.3.77.27,
122.3.87.41,
122.52.108.244,
122.52.169.90,entry is 124.106.116.34
122.52.202.120,entry is 126.209.45.27
122.52.213.104,
122.53.48.41,
122.53.60.150,entry is 180.191.36.250
122.53.64.156,
122.54.119.79,
122.54.147.110,
122.54.167.133,entry is 161.49.89.217
122.54.226.216,
122.96.62.178,
123.0.18.20,
123.0.18.93,entry is 123.0.18.42
123.0.24.154,
123.108.98.89,
123.112.240.170,
123.136.31.130,entry is 123.136.24.161
123.138.24.114,
123.16.15.41,
123.176.126.35,entry is 103.171.240.77
123.176.126.95,
123.200.14.166,
123.200.3.125,
123.200.3.221,
123.200.5.146,
123.200.6.58,
123.200.7.110,
123.200.8.170,
123.202.158.111,entry is 103.115.44.114
123.231.230.58,
123.231.252.218,
123.25.116.228,
123.25.234.143,
123.25.25.180,
123.253.124.28,
123.253.136.159,
123.253.137.173,entry is 123.253.137.172
123.57.94.90,
123.58.219.171,
124.105.21.102,
124.105.36.193,
124.105.42.227,
124.105.55.176,
124.105.79.237,
124.105.86.222,
124.105.87.12,entry is 103.167.116.138
124.106.112.90,entry is 180.191.232.74
124.106.156.14,
124.106.223.156,
124.107.173.219,
124.107.39.186,
124.108.19.6,
124.109.44.126,
124.122.240.172,
124.122.6.84,
124.131.235.72,
124.156.185.140,
124.158.184.21,
124.158.190.130,
124.217.12.185,entry is 58.69.212.156
124.217.5.100,
124.217.77.8,entry is 139.135.170.12
124.248.164.36,
124.248.177.44,
124.248.191.83,
124.41.213.174,
124.6.141.83,
124.6.168.26,
124.6.225.124,
124.70.144.96,entry is 123.60.155.1
124.83.113.210,entry is 180.191.59.56
124.83.43.145,
124.83.46.83,entry is 115.147.171.114
125.160.133.48,entry is 103.81.194.17
125.161.226.8,entry is 36.66.242.118
125.161.24.67,entry is 103.97.140.127
125.20.128.196,
125.209.9.182,
125.25.57.57,
125.25.82.207,
125.26.165.245,
125.26.4.197,
125.26.99.41,
125.27.192.162,
125.27.218.12,entry is 125.27.208.201
125.27.241.98,
125.64.244.100,
126.209.1.14,
126.209.110.125,
126.209.110.152,entry is 27.49.68.66
126.209.124.146,entry is 126.209.124.147
126.209.124.157,entry is 161.49.219.181
126.209.13.2,
126.209.16.133,
126.209.17.226,entry is 126.209.17.234
126.209.2.2,
126.209.3.199,
126.209.52.172,entry is 122.53.52.196
126.209.52.173,entry is 122.53.52.196
126.209.52.177,entry is 122.53.52.196
126.209.52.180,entry is 122.53.52.196
126.209.52.183,entry is 122.53.52.196
126.209.52.189,entry is 122.53.52.196
126.209.53.149,entry is 180.191.254.36
126.209.73.198,entry is 122.53.52.196
126.209.73.210,entry is 122.53.52.196
126.209.75.88,entry is 120.28.193.165
126.209.84.5,
128.0.7.11,entry is 128.0.7.126
128.0.7.182,
128.199.104.190,
128.199.113.85,
128.199.116.219,
128.199.121.61,
128.199.192.160,
128.199.203.39,entry is 206.123.156.212
128.199.254.13,
128.199.37.92,
128.201.119.237,entry is 128.201.119.238
128.201.160.40,entry is 128.201.160.53
129.146.127.232,
129.150.39.242,
129.150.53.35,
129.151.128.225,
129.151.130.247,
129.151.28.128,entry is 202.141.161.53
129.153.93.183,
129.205.198.122,
129.205.244.158,
129.212.181.253,
129.213.139.179,
129.222.203.1,entry is 200.69.83.203
129.222.204.27,
129.226.127.245,
129.226.152.29,
129.226.72.101,
13.140.164.179,
13.140.170.132,
130.162.141.185,
130.162.53.123,
130.49.150.81,
130.49.171.75,
130.49.185.133,
130.49.187.61,
130.49.187.63,
130.49.218.165,
130.49.218.166,
131.100.19.5,
131.100.26.163,
131.108.112.222,
131.143.161.194,entry is 43.160.250.124
131.161.54.12,entry is 138.59.177.117
131.161.68.38,
131.163.89.148,
131.196.13.233,
131.196.245.120,
131.221.65.109,
131.222.210.136,
131.222.210.185,
131.222.210.38,
131.222.210.39,
131.222.210.40,
131.222.210.41,
131.222.247.180,
131.222.247.185,
131.222.247.39,entry is 195.62.50.22
131.222.247.48,
131.222.247.50,entry is 195.62.50.4
131.222.247.51,entry is 195.62.50.6
131.222.247.54,entry is 195.62.50.2
131.222.247.58,entry is 195.62.50.30
131.222.247.59,
131.222.250.218,entry is 89.43.132.15
131.222.251.134,
131.222.251.135,
131.222.251.144,
131.222.251.149,
131.222.251.195,
131.222.251.245,
131.222.251.254,
131.222.251.36,entry is 131.222.251.90
131.222.251.43,
131.222.251.47,
131.222.251.50,
131.222.251.56,
131.222.251.59,
131.222.251.61,
131.222.251.70,
131.222.251.80,entry is 185.200.38.221
131.222.251.92,
131.222.251.96,entry is 131.222.251.50
131.222.252.101,
131.222.252.102,
131.222.252.15,
131.222.252.181,
131.222.252.207,
131.222.252.70,
131.222.252.71,
131.222.252.72,
131.222.252.78,
131.222.253.111,
131.222.253.124,
131.222.253.210,entry is 131.222.247.238
131.222.253.231,entry is 89.43.132.81
131.222.253.236,
131.222.253.76,
131.255.227.104,
131.72.89.53,
132.145.125.61,
132.148.244.30,
132.226.7.23,
132.243.239.24,
132.255.23.183,
134.122.1.61,
134.209.169.147,
134.209.98.206,
134.249.128.111,
134.249.185.223,
134.249.86.47,
134.65.238.25,
135.125.159.16,
135.136.0.46,entry is 135.136.0.34
135.136.0.47,entry is 135.136.0.34
135.136.0.57,entry is 135.136.0.34
135.136.0.58,entry is 135.136.0.34
135.87.39.23,
136.113.23.93,
136.116.107.135,
136.228.160.250,
136.228.163.150,
136.232.116.2,
136.57.243.205,entry is 131.153.163.221
137.175.74.243,entry is 123.156.230.251
137.184.105.102,
138.0.143.119,
138.0.143.120,
138.0.207.246,
138.0.228.185,entry is 38.7.24.17
138.0.85.211,entry is 177.190.145.161
138.113.71.242,entry is 35.247.136.78
138.117.14.237,
138.117.14.254,entry is 138.117.14.250
138.117.231.133,
138.117.84.194,
138.117.85.214,entry is 138.117.85.217
138.118.105.2,entry is 138.118.104.122
138.118.105.233,entry is 138.118.106.121
138.118.106.15,entry is 138.118.106.237
138.118.200.80,entry is 138.118.200.49
138.121.113.179,
138.121.114.54,
138.121.15.230,
138.124.10.104,
138.124.102.98,
138.124.125.198,
138.124.26.19,
138.124.51.85,
138.124.67.235,
138.186.187.222,entry is 138.186.187.194
138.186.76.161,entry is 138.186.76.57
138.197.68.35,
138.199.16.78,entry is 176.133.15.45
138.199.25.13,
138.199.60.6,entry is 109.199.105.194
138.2.216.186,
138.2.239.213,
138.2.64.185,
138.252.121.16,entry is 103.156.238.136
138.252.158.7,
138.255.240.66,
138.3.218.141,
138.59.10.11,entry is 138.59.11.192
138.59.10.9,entry is 138.59.11.209
138.59.151.162,
138.59.20.140,
138.59.227.111,entry is 37.230.57.112
138.59.227.80,entry is 37.230.57.131
138.59.227.88,entry is 37.230.58.20
138.59.233.59,
138.68.20.38,
138.68.247.51,
138.68.31.222,
138.68.71.16,entry is 76.144.40.133
138.84.64.68,
138.84.65.187,
138.84.65.206,entry is 180.191.1.195
138.84.65.32,entry is 122.53.52.196
138.94.28.234,
138.97.250.98,entry is 38.156.23.108
138.99.176.26,entry is 138.99.176.139
139.135.141.12,
139.135.160.13,
139.135.182.132,
139.135.63.151,
139.135.78.150,entry is 180.191.231.123
139.162.190.55,
139.162.36.238,
139.167.218.162,
139.180.215.51,
139.180.220.101,
139.224.67.156,
139.255.36.82,
139.255.5.98,
139.255.74.124,entry is 182.253.6.236
139.255.86.226,
139.255.94.122,entry is 139.255.94.123
139.28.240.200,
139.28.240.201,
139.28.240.202,
139.28.240.203,
139.28.241.247,
139.28.49.226,
139.28.49.23,
139.28.49.230,
139.28.49.231,
139.28.49.232,
139.28.49.233,
139.28.49.24,
139.5.155.245,
139.5.16.66,entry is 45.64.11.233
139.5.75.83,
139.59.149.116,entry is 102.211.56.106
139.59.149.57,entry is 102.211.56.106
139.59.59.122,
139.99.124.237,entry is 206.123.156.225
139.99.238.83,
139.99.238.95,
14.102.154.205,
14.137.237.91,
14.143.130.210,
14.170.154.193,
14.177.236.212,
14.224.148.218,entry is 27.71.248.123
14.224.181.172,
14.224.194.181,
14.224.218.210,
14.225.19.28,
14.225.240.23,
14.225.71.128,
14.232.166.150,
14.241.133.207,
14.241.182.44,
14.241.231.13,
14.241.241.185,
14.248.84.131,
14.251.2.3,entry is 116.97.117.27
14.34.180.21,
140.227.202.251,
140.227.226.120,
140.235.38.56,
140.238.156.12,
140.238.241.74,
140.238.43.53,
140.245.238.56,
140.245.255.83,
140.245.85.78,
140.245.99.105,
140.246.125.194,
140.82.59.192,
140.99.83.152,entry is 76.144.40.133
141.0.179.48,
141.105.107.152,
141.11.146.55,entry is 47.108.143.209
141.136.63.126,
141.147.109.224,
141.147.146.174,
141.148.158.143,
141.253.109.31,
141.95.55.160,
141.98.169.52,
141.98.19.160,entry is 141.98.19.221
141.98.19.171,entry is 141.98.19.221
141.98.19.179,entry is 141.98.19.221
141.98.19.185,entry is 141.98.19.221
141.98.19.198,entry is 141.98.19.221
141.98.19.205,entry is 141.98.19.221
141.98.19.55,entry is 141.98.19.221
141.98.197.248,
141.98.234.112,
141.98.253.211,entry is 91.98.86.26
141.98.253.64,entry is 91.98.86.26
142.112.52.229,
142.147.119.181,
142.54.226.214,
142.54.228.193,
142.54.229.249,
142.54.231.38,
142.54.232.6,
142.54.235.9,
142.54.236.97,
142.54.237.34,
142.54.237.38,
142.54.239.1,
142.93.98.224,
143.0.203.173,
143.105.102.145,
143.105.208.94,entry is 41.189.171.186
143.137.116.72,
143.137.62.165,
143.14.79.235,
143.20.37.77,
143.208.130.155,
143.208.152.62,
143.208.59.2,
143.208.84.54,entry is 143.208.84.57
143.244.129.201,
143.244.140.119,
143.255.109.79,entry is 143.255.109.76
143.255.147.242,
143.255.85.178,entry is 143.255.85.180
143.44.172.12,entry is 122.53.52.196
143.44.172.7,entry is 122.53.52.196
143.44.191.21,
144.124.227.191,
144.124.227.88,
144.124.232.204,
144.124.245.152,entry is 109.172.116.18
144.124.251.24,
144.124.253.249,
144.22.165.206,
144.24.111.128,
144.24.15.246,
144.24.41.48,
144.31.104.86,
144.31.11.58,
144.31.189.114,
144.31.197.46,
144.31.207.192,
144.31.215.191,
144.31.226.71,
144.31.249.57,
144.31.255.9,
144.31.62.223,entry is 78.24.223.175
144.48.118.45,entry is 182.48.78.141
144.48.49.217,
144.79.38.106,entry is 144.79.38.80
144.79.60.50,entry is 103.31.251.105
144.79.75.222,
144.79.94.27,
144.91.111.48,
144.91.121.61,
145.239.2.82,
145.239.94.103,
145.239.95.118,
145.241.249.192,
146.103.104.197,
146.103.110.73,
146.103.43.35,
146.158.107.138,
146.190.60.147,
146.190.80.158,
146.196.108.81,
146.196.40.146,
146.196.40.165,
146.196.40.199,
146.56.110.131,
146.56.185.39,
146.56.191.98,
146.70.160.174,entry is 92.119.164.84
146.70.182.41,entry is 66.175.236.184
146.70.191.198,entry is 146.70.191.194
146.70.191.200,entry is 146.70.191.194
146.70.191.206,entry is 146.70.191.194
146.70.226.214,entry is 117.55.203.161
146.70.48.4,entry is 152.53.194.105
146.70.98.148,entry is 66.175.236.184
147.157.130.1,
147.157.130.17,
147.182.162.120,entry is 64.225.42.129
147.45.138.183,
147.45.175.151,
147.45.178.104,
147.45.187.104,
147.45.221.111,
147.45.221.112,
147.45.221.115,
147.45.226.230,
147.45.234.29,
147.45.60.110,
147.45.60.124,
147.45.60.136,
147.45.60.139,
147.45.60.241,
147.45.60.246,
147.45.60.249,
147.45.60.250,
147.45.60.252,
147.45.66.116,
147.45.66.117,
147.45.72.212,
147.45.72.31,
147.45.74.135,
148.101.70.110,entry is 204.157.251.178
148.113.167.24,
148.135.219.224,entry is 47.238.203.170
148.222.153.74,
148.222.229.128,entry is 190.43.92.153
148.224.14.250,
148.224.59.26,entry is 5.102.108.221
148.224.7.58,
148.224.90.10,entry is 45.174.168.11
148.224.90.11,entry is 45.174.168.12
148.224.90.12,entry is 45.174.168.8
148.224.90.13,entry is 45.174.168.4
148.224.90.14,entry is 45.174.168.253
148.224.90.8,entry is 45.174.168.16
148.224.96.19,entry is 45.174.168.45
148.224.96.20,entry is 45.174.168.53
148.224.96.22,entry is 45.174.168.38
148.224.96.25,entry is 45.174.168.40
148.224.96.27,entry is 45.174.168.38
148.224.96.30,entry is 45.174.168.38
148.230.15.177,entry is 148.230.15.178
148.230.15.179,entry is 148.230.15.177
148.230.15.185,
148.230.15.189,entry is 148.230.15.185
148.230.17.250,entry is 148.230.17.253
148.230.180.5,entry is 203.142.5.91
